s,s,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C
962,96.2,5054.62,5029.53,15.5,17.7,8.87,9.7,4.98,5.45,25.88
963,96.3,5076.86,5030.23,15.5,17.5,8.79,9.59,4.97,5.37,25.93
964,96.4,5130.26,5030.47,15.4,18,8.79,9.68,4.97,5.44,25.96
965,96.5,5130.88,5028.68,15.3,17.6,8.64,9.59,4.93,5.37,26.01
966,96.6,5092.67,5028.89,15.4,17.5,8.67,9.46,4.89,5.31,26.04
967,96.7,5038.53,5029.61,15.2,17.3,8.48,9.23,4.74,5.16,26.03
968,96.8,5001.3,5029.64,15.5,17.4,8.53,9.2,4.77,5.17,26.08
969,96.9,4946.97,5028.92,15.7,17.6,8.81,9.4,4.89,5.27,26.06
970,97,4906.23,5029.36,15.3,17,8.72,9.51,4.99,5.38,26.01
971,97.1,4859.18,5028.13,15.3,17.2,8.72,9.48,4.91,5.35,25.94
972,97.2,4828.9,5029.15,15.4,16.9,8.53,9.16,4.76,5.19,25.9
973,97.3,4831.96,5029.52,15.7,17.5,8.91,9.48,4.89,5.33,25.91
974,97.4,4863.62,5030.5,15.6,17.8,8.75,9.54,4.87,5.34,25.88
975,97.5,4881.06,5028.09,15.3,17.7,8.7,9.67,4.97,5.43,25.86
976,97.6,4910.06,5028.58,15.1,18,8.75,9.75,4.99,5.49,25.92
977,97.7,4953.01,5028.82,15.2,18,8.75,9.74,4.96,5.48,26.04
978,97.8,4995.98,5028.31,15.5,17.9,8.7,9.62,4.86,5.39,26.08
979,97.9,5034.15,5028.99,15.6,18.3,8.85,9.89,4.98,5.56,26.03
980,98,5041,5028.63,15.6,18,8.81,9.65,4.89,5.45,26.04
981,98.1,5039.73,5029.24,15.3,18,8.76,9.66,4.88,5.45,26.08
982,98.2,5029.67,5027.81,15.3,18,8.88,9.91,5.09,5.61,26.01
983,98.3,5012.65,5030.3,15.3,17.8,8.76,9.97,5.17,5.67,25.97
984,98.4,4990.69,5028.06,15.3,17.7,8.75,9.71,4.99,5.55,25.96
985,98.5,4979.62,5028.68,15.4,17.9,8.79,9.7,4.97,5.53,25.92
986,98.6,4998.76,5029.93,15.5,17.9,8.84,9.68,4.98,5.44,25.84
987,98.7,5027,5028.63,15.2,17.8,8.66,9.61,4.89,5.44,25.79
988,98.8,5041.11,5029.13,15.2,17.8,8.59,9.58,4.82,5.36,25.73
989,98.9,5029.24,5028.6,15.3,17.8,8.64,9.62,4.91,5.42,25.66
990,99,5003.67,5028.28,15.2,17.7,8.76,9.85,5.07,5.55,25.57
991,99.1,4939.49,5029.02,15.4,18,8.79,9.93,5.04,5.59,25.45
992,99.2,4865.15,5028.12,15.2,17.8,8.72,9.72,4.9,5.43,25.38
993,99.3,4833.52,5029.43,15.3,18.2,8.72,9.71,4.87,5.37,25.31
994,99.4,4856.75,5030.57,15.5,19.1,8.91,10,4.96,5.57,25.3
995,99.5,4895.37,5029.5,15.5,19.1,8.82,10,4.98,5.54,25.31
996,99.6,4920.07,5028.07,15.4,18.3,8.72,9.72,4.8,5.4,25.31
997,99.7,4914.7,5028.66,15.5,18,8.73,9.68,4.86,5.4,25.29
998,99.8,4899.3,5027.36,15.3,18,8.76,9.75,4.96,5.47,25.24
999,99.9,4892.32,5030.04,15.3,18.2,8.95,10,5.1,5.65,25.21
1000,100,4783.49,5032.39,15.7,18.4,9,10.1,5.12,5.63,25.2
1001,100.1,4479.15,3256.14,15.6,18.3,8.76,9.92,4.93,5.48,25.2
1002,100.2,3978.11,1241.55,15.3,17.8,8.67,9.62,4.85,5.32,25.21
1003,100.3,3343.13,970.46,9.46,9.49,4.78,5.53,2.89,2.99,25.23
1004,100.4,2708.2,833.16,4.98,2.91,2.59,2.1,1.39,1.4,25.26
1005,100.5,2156.01,740.29,4.88,2.66,2.49,1.96,1.39,1.38,25.29
1006,100.6,1745.91,697.03,4.65,2.52,2.3,1.87,1.33,1.3,25.3
1007,100.7,1453.09,995.81,4.38,2.32,2.14,1.76,1.27,1.25,25.34
1008,100.8,1276.73,989.23,4.58,2.21,2.2,1.74,1.32,1.25,25.29
1009,100.9,1144.48,991.48,4.76,2.31,2.46,1.84,1.39,1.31,25.24
1010,101,1066.45,1002.4,4.97,2.5,2.56,1.93,1.46,1.33,25.2
1011,101.1,1026.67,1001.31,4.96,2.61,2.59,1.95,1.48,1.34,25.21
1012,101.2,994.07,1000.38,5.18,2.7,2.73,2.03,1.55,1.38,25.23
1013,101.3,978.97,1003.57,5.14,2.64,2.64,2,1.46,1.35,25.2
1014,101.4,955.53,1001.18,5,2.68,2.65,1.91,1.38,1.31,25.16
1015,101.5,958.89,1001.94,5.04,2.58,2.59,1.86,1.43,1.25,25.12
1016,101.6,964.53,1002.16,4.81,2.52,2.52,1.86,1.38,1.21,25.07
1017,101.7,971.63,1000.86,4.81,2.53,2.43,1.87,1.4,1.24,25.06
1018,101.8,991.27,1001.83,4.63,2.37,2.34,1.82,1.38,1.24,25.07
1019,101.9,1002.97,999.62,4.73,2.36,2.46,1.76,1.38,1.21,25.09
1020,102,1012.95,1002.7,4.84,2.45,2.55,1.84,1.4,1.21,25.12
1021,102.1,1009.68,1000.57,4.77,2.39,2.42,1.83,1.31,1.19,25.15
1022,102.2,1012.66,1001.71,4.87,2.53,2.52,1.83,1.32,1.2,25.15
1023,102.3,990.9,999.94,4.89,2.47,2.55,1.84,1.36,1.19,25.08
1024,102.4,989.77,1001.52,4.69,2.4,2.43,1.74,1.28,1.15,25.1
1025,102.5,964.66,1000.15,4.54,2.25,2.4,1.66,1.34,1.12,25.07
1026,102.6,949.77,1000.09,4.76,2.28,2.49,1.67,1.39,1.15,25.09
1027,102.7,939.97,1000.1,4.83,2.41,2.52,1.76,1.36,1.19,25.11
1028,102.8,953.21,999.34,4.72,2.4,2.36,1.78,1.26,1.15,25.07
1029,102.9,956.76,999.23,4.72,2.37,2.31,1.72,1.22,1.14,25
1030,103,967.2,999.18,4.62,2.24,2.36,1.62,1.18,1.1,24.95
1031,103.1,978.39,998.8,4.62,2.32,2.4,1.66,1.22,1.17,24.91
1032,103.2,979.22,998.96,4.73,2.36,2.37,1.69,1.18,1.12,24.89
1033,103.3,985.87,999.03,4.63,2.33,2.31,1.63,1.2,1.07,24.88
1034,103.4,978.61,998.85,4.64,2.32,2.37,1.65,1.25,1.11,24.88
1035,103.5,957.97,999.11,4.58,2.24,2.34,1.59,1.18,1.08,24.88
1036,103.6,962.97,999.08,4.56,2.2,2.34,1.55,1.16,1.04,24.88
1037,103.7,960.36,998.36,4.44,2.19,2.31,1.59,1.24,1.07,24.89
1038,103.8,966.38,998.25,4.34,2.07,2.18,1.58,1.21,1.09,24.9
1039,103.9,980.88,998.23,4.38,2.21,2.17,1.63,1.26,1.09,24.92
1040,104,1003.27,998.37,4.5,2.27,2.24,1.66,1.23,1.12,24.95
1041,104.1,1031.49,998.47,4.48,2.23,2.24,1.61,1.19,1.12,24.96
1042,104.2,1038.79,998.32,4.47,2.12,2.23,1.57,1.17,1.07,24.93
1043,104.3,1061.44,998.15,4.43,2.14,2.17,1.55,1.18,1.05,24.93
1044,104.4,1062.65,997.61,4.47,2.12,2.17,1.54,1.18,1.02,24.94
1045,104.5,1055.32,998.88,4.4,2.12,2.24,1.54,1.12,1.03,24.96
1046,104.6,1032.43,998.22,4.32,2.07,2.17,1.52,1.12,1.01,24.94
1047,104.7,989.95,998.21,4.38,2.14,2.23,1.55,1.14,1.02,24.91
1048,104.8,953.87,998.46,4.52,2.19,2.27,1.61,1.2,1.07,24.92
1049,104.9,932.54,997.95,4.75,2.27,2.36,1.63,1.25,1.15,24.93
1050,105,928.14,997.78,4.97,2.53,2.49,1.78,1.27,1.18,24.91
1051,105.1,954.66,997.75,4.81,2.5,2.42,1.79,1.28,1.15,24.93
1052,105.2,972.4,998.53,4.67,2.33,2.36,1.72,1.25,1.13,24.96
1053,105.3,982.41,997.93,4.64,2.23,2.36,1.7,1.25,1.14,24.98
1054,105.4,986.31,998.28,4.69,2.17,2.36,1.59,1.27,1.11,25.01
1055,105.5,968.55,997.74,4.51,2.15,2.24,1.55,1.22,1.07,24.99
1056,105.6,962.01,997.61,4.46,2.21,2.15,1.55,1.2,1.1,24.95
1057,105.7,964.03,997.77,4.51,2.23,2.23,1.61,1.25,1.12,24.99
1058,105.8,962.98,999.48,4.6,2.29,2.28,1.66,1.24,1.12,25.14
1059,105.9,969.64,997.77,4.59,2.31,2.3,1.67,1.25,1.12,25.26
1060,106,973.49,997.86,4.67,2.33,2.34,1.75,1.31,1.11,25.31
1061,106.1,975.51,998.96,4.72,2.4,2.36,1.76,1.28,1.1,25.37
1062,106.2,987.96,997.56,4.72,2.32,2.33,1.71,1.24,1.09,25.45
1063,106.3,978.17,997.75,4.59,2.19,2.21,1.57,1.21,1.01,25.44
1064,106.4,981.6,998.18,4.72,2.37,2.34,1.65,1.24,1.07,25.51
1065,106.5,961.69,997.65,4.84,2.4,2.36,1.71,1.23,1.1,25.56
1066,106.6,961.78,997.7,4.72,2.35,2.28,1.63,1.18,1.08,25.54
1067,106.7,955.97,998.31,4.73,2.29,2.28,1.66,1.23,1.08,25.51
1068,106.8,952.63,998.27,4.51,2.19,2.2,1.61,1.21,1.04,25.59
1069,106.9,961.9,997.84,4.42,2.06,2.08,1.52,1.1,1.01,25.61
1070,107,963.73,998.1,4.39,2.11,2.08,1.53,1.08,0.99,25.59
1071,107.1,963.89,999,4.34,2.15,2.15,1.52,1.08,1,25.57
1072,107.2,992.29,998.55,4.32,2.21,2.17,1.53,1.15,1.02,25.62
1073,107.3,989.68,997.19,4.29,2.11,2.11,1.54,1.15,1.02,25.56
1074,107.4,993.37,997.19,4.43,2.2,2.15,1.61,1.17,1.04,25.5
1075,107.5,977.25,997.26,4.4,2.11,2.02,1.5,1.1,0.99,25.54
1076,107.6,964.05,997.28,4.4,2.02,2,1.44,1.03,0.94,25.48
1077,107.7,959.7,997.5,4.52,2.08,2.18,1.48,1.11,0.97,25.59
1078,107.8,969.82,997.53,4.48,2.11,2.15,1.48,1.14,0.97,25.68
1079,107.9,969.13,997.01,4.5,2.12,2.17,1.54,1.19,1.02,25.69
1080,108,973.11,997.69,4.51,2.04,2.08,1.53,1.14,1,25.66
1081,108.1,965.56,997.22,4.47,2.06,2.15,1.52,1.15,1,25.6
1082,108.2,964.69,997.15,4.34,1.98,2.08,1.48,1.13,0.97,25.55
1083,108.3,948.17,997.24,4.31,2,2,1.45,1.11,0.96,25.51
1084,108.4,952.69,996.98,4.26,2.02,2.02,1.48,1.12,0.96,25.52
1085,108.5,955.44,997.65,4.32,1.99,2.03,1.45,1.1,0.97,25.54
1086,108.6,948.87,998.02,4.51,2.04,2.08,1.48,1.12,0.98,25.53
1087,108.7,959.54,997.24,4.56,2.16,2.15,1.58,1.2,1.06,25.61
1088,108.8,971.41,997.64,4.42,2.17,2.21,1.61,1.22,1.08,25.7
1089,108.9,980.33,996.79,4.27,2.23,2.11,1.59,1.17,1.07,25.74
1090,109,1005.56,997.77,4.31,2.15,2.18,1.59,1.18,1.06,25.78
1091,109.1,1007.86,997.84,4.44,2.25,2.23,1.65,1.23,1.09,25.84
1092,109.2,1019.52,997.06,4.51,2.31,2.21,1.65,1.21,1.07,25.8
1093,109.3,1028.25,996.84,4.42,2.19,2.11,1.54,1.09,1.03,25.8
1094,109.4,1040.11,997.11,4.39,2.12,2.09,1.49,1.07,1.02,25.79
1095,109.5,1039.54,996.73,4.26,2.04,2.08,1.5,1.08,0.99,25.75
1096,109.6,1030,997.03,4.3,2.11,2.08,1.49,1.08,0.99,25.75
1097,109.7,1011.13,997.82,4.44,2.17,2.14,1.54,1.1,1.02,25.73
1098,109.8,1004.02,996.91,4.42,2.12,2.17,1.53,1.14,1.02,25.76
1099,109.9,1008.37,997.68,4.4,2.07,2.17,1.54,1.13,1.05,25.69
1100,110,1002.19,997.3,4.47,2.17,2.25,1.59,1.2,1.1,25.71
1101,110.1,1002.29,997.06,4.56,2.29,2.3,1.66,1.27,1.11,25.72
1102,110.2,1004.78,997.1,4.58,2.31,2.27,1.69,1.27,1.11,25.74
1103,110.3,1006.21,997.21,4.44,2.16,2.23,1.61,1.19,1.08,25.82
1104,110.4,1007.81,996.96,4.39,2.15,2.17,1.57,1.18,1.06,25.89
1105,110.5,1002.03,997.39,4.35,2.1,2.12,1.53,1.15,1.04,25.92
1106,110.6,989.75,996.76,4.29,2.07,2.05,1.49,1.15,1.04,25.95
1107,110.7,975.98,997.35,4.29,2.02,2.03,1.45,1.1,1.01,25.99
1108,110.8,951.15,996.96,4.39,2.07,2.09,1.5,1.11,1.04,26
1109,110.9,940.94,997.41,4.29,2.04,2.05,1.44,1.08,0.96,25.95
1110,111,937.32,997.76,4.38,2.04,2.02,1.42,1.09,0.97,25.92
1111,111.1,939.45,998.03,4.36,2,2.02,1.44,1.07,0.96,25.93
1112,111.2,941.36,996.9,4.22,1.98,2.09,1.46,1.07,1,26.02
1113,111.3,935.79,997.45,4.3,2.06,2.11,1.5,1.12,1.05,26.08
1114,111.4,941.5,996.63,4.32,2.07,2.08,1.52,1.1,1.04,26.14
1115,111.5,936.75,997.02,4.22,2.02,2.03,1.48,1.09,1.01,26.16
1116,111.6,942.88,996.8,4.18,1.94,1.97,1.45,1.03,1.01,26.2
1117,111.7,952.82,998.89,4.17,1.94,1.97,1.44,1.04,0.99,26.2
1118,111.8,970.07,996.88,4.17,2,2,1.46,1.11,0.99,26.06
1119,111.9,977.56,997.72,4.09,2,1.89,1.48,1.1,0.97,25.94
1120,112,975.58,998.39,4.13,1.99,1.94,1.45,1.1,0.96,25.87
1121,112.1,988.98,996.5,4.38,2.04,2.06,1.5,1.13,0.99,25.84
1122,112.2,986.47,996.79,4.26,1.92,1.96,1.45,1.08,0.96,25.77
1123,112.3,989.82,998.42,4.14,1.91,1.96,1.45,1.06,0.95,25.73
1124,112.4,995.07,996.93,4.17,2,1.99,1.45,1.09,0.95,25.72
1125,112.5,1001.91,996.61,4.14,2,1.97,1.48,1.08,0.97,25.77
1126,112.6,1024.97,996.25,4.11,2.02,2,1.46,1.09,0.98,25.8
1127,112.7,1045.88,996.72,4.18,2,2.03,1.44,1.1,0.95,25.77
1128,112.8,1039.56,996.47,4.29,2.07,2.06,1.5,1.13,0.97,25.8
1129,112.9,1035.53,998.24,4.27,2.12,2.08,1.52,1.14,0.99,25.79
1130,113,1040.26,996.75,4.13,2.07,2.02,1.46,1.11,0.96,25.89
1131,113.1,1022.26,996.03,4.22,2.08,2.12,1.48,1.12,1,25.92
1132,113.2,1019.4,997.02,4.27,2.11,2.17,1.55,1.18,1.05,25.88
1133,113.3,996.01,997.1,4.29,2.12,2.09,1.58,1.17,1.06,25.9
1134,113.4,973.2,996.44,4.22,2.12,2.15,1.55,1.14,1.03,25.87
1135,113.5,952.7,997.62,4.21,2.16,2.12,1.49,1.1,1.01,25.95
1136,113.6,933.55,996.41,4.27,2.36,2.11,1.52,1.09,0.99,26.03
1137,113.7,925.53,996.57,4.35,2.14,2.11,1.49,1.13,1,26.06
1138,113.8,930.41,996.66,4.42,2.08,2.17,1.54,1.16,1.01,26.07
1139,113.9,933.7,996.69,4.43,2.06,2.15,1.55,1.18,1.03,26
1140,114,929.7,997.07,4.46,2.1,2.14,1.61,1.2,1.05,25.94
1141,114.1,910.85,997.22,4.3,2.06,2.09,1.53,1.14,1.05,25.91
1142,114.2,917.24,997.13,4.34,2.04,2.18,1.53,1.15,1.06,25.84
1143,114.3,921.64,996.37,4.43,1.99,2.2,1.57,1.19,1.04,25.77
1144,114.4,949.38,997.25,4.43,1.98,2.14,1.49,1.09,0.98,25.7
1145,114.5,944.73,996.64,4.4,2.07,2.09,1.49,1.09,0.98,25.57
1146,114.6,954.46,996.47,4.34,2.02,2.02,1.46,1.05,0.97,25.48
1147,114.7,943.79,997.08,4.43,2.03,2.06,1.48,1.11,0.98,25.44
1148,114.8,924.49,996.37,4.4,2.04,2.06,1.49,1.13,0.99,25.4
1149,114.9,915.32,997.12,4.43,2.08,2.06,1.53,1.15,1.01,25.35
1150,115,919.33,996.61,4.38,2.07,2.05,1.53,1.12,1,25.31
1151,115.1,943.85,996.62,4.43,2.12,2.14,1.54,1.12,1.03,25.28
1152,115.2,981.88,996.23,4.47,2.06,2.14,1.52,1.13,1.04,25.25
1153,115.3,996.26,996.41,4.39,2.06,2.14,1.54,1.13,1.04,25.2
1154,115.4,1005.94,996.89,4.58,2.45,2.2,1.58,1.2,1.06,25.23
1155,115.5,1015.97,996.92,4.65,2.86,2.27,1.58,1.22,1.07,25.22
1156,115.6,1020.72,997.25,4.72,2.37,2.3,1.59,1.17,1.06,25.2
1157,115.7,1022.12,998.12,4.59,2.27,2.21,1.57,1.17,1.03,25.23
1158,115.8,1034.4,996.61,4.46,2.15,2.11,1.54,1.15,1.03,25.23
1159,115.9,1037.93,996.76,4.4,2.16,2.14,1.54,1.14,1.04,25.19
1160,116,1025.8,996.59,4.44,2.21,2.11,1.52,1.16,1.04,25.18
1161,116.1,1015.74,996.39,4.44,2.2,2.02,1.49,1.14,1.02,25.24
1162,116.2,992.57,997,4.36,2.14,1.93,1.49,1.03,0.98,25.25
1163,116.3,985.91,996.53,4.31,2.08,1.97,1.49,1.01,0.97,25.28
1164,116.4,995.54,997.02,4.36,2.17,2.09,1.54,1.05,1,25.25
1165,116.5,989.66,996.6,4.38,2.19,2.12,1.55,1.12,1.02,25.2
1166,116.6,1004.21,997,4.36,2.16,2.09,1.54,1.16,1.02,25.19
1167,116.7,1000.86,996.91,4.47,2.14,2.11,1.55,1.11,1.01,25.16
1168,116.8,1003.98,995.73,4.36,2.06,2.08,1.52,1.08,0.98,25.12
1169,116.9,994.59,995.82,4.44,2.14,2.11,1.54,1.13,1.01,25.04
1170,117,974.6,996.7,4.54,2.24,2.18,1.61,1.16,1.04,24.97
1171,117.1,977.6,997.5,4.51,2.28,2.2,1.62,1.14,1.06,24.87
1172,117.2,984.17,996.43,4.58,2.27,2.23,1.62,1.19,1.08,24.75
1173,117.3,984.19,995.83,4.8,2.4,2.45,1.67,1.22,1.15,24.69
1174,117.4,966.6,996.5,4.71,2.41,2.33,1.65,1.19,1.1,24.63
1175,117.5,949.37,996.11,4.65,2.27,2.3,1.62,1.17,1.04,24.56
1176,117.6,928.23,995.52,4.81,2.37,2.28,1.65,1.2,1.08,24.52
1177,117.7,937.99,997.44,4.89,2.41,2.39,1.75,1.28,1.11,24.54
1178,117.8,953.25,996.29,4.58,2.36,2.27,1.69,1.24,1.07,24.56
1179,117.9,994.26,1014.87,4.42,2.19,2.28,1.62,1.17,1.06,24.59
1180,118,1106.3,1713.26,4.47,2.25,2.3,1.58,1.15,1.06,24.64
1181,118.1,1409.21,3534.97,4.95,2.52,2.54,1.72,1.29,1.18,24.66
1182,118.2,1868.01,4948.4,8.28,5.31,4.54,3.3,2.29,2.11,24.64
1183,118.3,2484.77,5063.24,12.7,11.8,7.15,6.58,3.75,3.81,24.62
1184,118.4,3173.32,5002.62,14.6,16.6,8.26,8.93,4.55,5,24.64
1185,118.5,3772.17,5011.31,15,17.8,8.57,9.51,4.76,5.22,24.67
1186,118.6,4213.68,5015.66,14.9,17.4,8.53,9.55,4.8,5.26,24.71
1187,118.7,4598.55,5022.84,15,17.7,8.54,9.57,4.77,5.29,24.83
1188,118.8,4853.31,5024.08,15,18,8.53,9.65,4.77,5.34,24.8
1189,118.9,5014.48,5022.3,15.2,18.3,8.75,9.87,4.88,5.48,24.8
1190,119,5136.92,5019.84,15.2,18.7,8.81,10,4.9,5.5,24.79
1191,119.1,5209.79,5017.22,15,18.1,8.59,9.59,4.7,5.32,24.76
1192,119.2,5249.8,5018.46,15.2,18,8.56,9.51,4.69,5.3,24.76
1193,119.3,5219.73,5020.48,15.1,17.8,8.59,9.5,4.77,5.25,24.76
1194,119.4,5163.27,5020.52,14.9,17.6,8.57,9.53,4.83,5.29,24.74
1195,119.5,5107.06,5021.07,14.9,17.5,8.57,9.51,4.8,5.27,24.72
1196,119.6,5078.49,5019.73,15.3,18.3,8.67,9.67,4.86,5.35,24.67
1197,119.7,5110.81,5022.49,15.6,18.7,8.87,9.93,4.96,5.49,24.6
1198,119.8,5141.51,5056.26,15.4,18.8,9,10.1,5.04,5.61,24.57
1199,119.9,5167.84,5219.6,15.3,18.4,8.81,9.88,4.98,5.42,24.54
1200,120,5213.91,5392.32,15.2,18.3,8.73,9.71,4.86,5.34,24.52
1201,120.1,5283.06,5484.03,15.5,18.6,8.72,9.72,4.79,5.34,24.58
1202,120.2,5372.84,5495.28,15.9,18.9,8.81,9.76,4.86,5.34,24.65
1203,120.3,5476.55,5517.92,15.5,18.4,8.87,9.96,5.03,5.55,24.7
1204,120.4,5516.07,5564.32,15.4,18.4,8.91,10,5.03,5.62,24.69
1205,120.5,5521.62,5627.63,15.4,18.7,8.9,10.1,5.03,5.64,24.72
1206,120.6,5534.39,5693.9,15.7,19,8.9,10.1,5.02,5.63,24.77
1207,120.7,5526.36,5750.91,15.7,19.4,8.94,10.4,5.12,5.79,24.82
1208,120.8,5563.73,5817.38,15.5,19.7,9.09,10.6,5.21,5.9,24.81
1209,120.9,5586.95,5874.79,15.7,19.8,8.98,10.6,5.13,5.95,24.87
1210,121,5608.68,5931.06,16,20,9.03,10.5,5.16,5.93,24.95
1211,121.1,5668.19,5990.4,16.2,20.6,9.15,10.8,5.26,6.03,25.05
1212,121.2,5733.98,6043.21,16.5,21.5,9.49,11.2,5.42,6.21,25.05
1213,121.3,5781.42,6090.81,16.4,21.5,9.43,11.3,5.43,6.27,25.01
1214,121.4,5878.31,6142.46,16.2,20.7,9.46,11.2,5.46,6.25,24.98
1215,121.5,5985.74,6192.42,16.2,20.7,9.49,11.3,5.54,6.33,24.97
1216,121.6,6125.33,6244.9,16.2,21,9.41,11.3,5.45,6.28,24.98
1217,121.7,6262.26,6294.69,16.4,21.8,9.47,11.4,5.47,6.35,25
1218,121.8,6421.38,6350.05,16.2,21.2,9.38,11.4,5.5,6.4,25.03
1219,121.9,6561.03,6403.13,16.3,21.3,9.49,11.4,5.48,6.4,25.04
1220,122,6664.51,6448.89,16.3,21.8,9.5,11.5,5.48,6.49,25.03
1221,122.1,6657.86,6488.88,16.1,21.4,9.46,11.5,5.48,6.54,25.06
1222,122.2,6602.75,6537.28,15.9,21,9.46,11.4,5.48,6.37,25.03
1223,122.3,6509.12,6586.48,16.1,21.2,9.4,11.3,5.46,6.39,25
1224,122.4,6441.04,6628.3,16.7,22.6,9.68,11.7,5.57,6.52,25.02
1225,122.5,6389.84,6671.52,16.8,22.5,9.78,11.8,5.61,6.55,25.02
1226,122.6,6397.38,6719.1,16.7,23.1,9.88,12.2,5.79,6.85,25.02
1227,122.7,6450.65,6751.62,16.9,23.5,9.88,12.4,5.85,6.94,25.01
1228,122.8,6529.18,6776.83,16.8,23.5,9.97,12.5,5.93,7.07,25
1229,122.9,6644.96,6776.56,16.6,23.3,10.1,12.7,5.96,7.25,25.02
1230,123,6712.23,6776.76,16.4,22.6,9.87,12.2,5.8,6.88,25.04
1231,123.1,6738.53,6772.03,16.5,22.1,9.85,12,5.75,6.69,25.06
1232,123.2,6725.31,6772.74,16.6,21.8,9.91,12,5.88,6.77,25.11
1233,123.3,6733.89,6770.51,16.3,21.8,9.9,12,5.89,6.8,25.15
1234,123.4,6715.19,6772.66,16.5,22.4,10.1,12.3,5.98,7.05,25.15
1235,123.5,6758.5,6871.67,16.6,22.8,9.94,12.3,6.02,7.06,25.16
1236,123.6,6875.62,7304.57,16.7,23.1,10,12.4,5.96,7.02,25.15
1237,123.7,7042.06,7724.17,16.8,23.8,10.1,12.6,5.97,7.12,25.11
1238,123.8,7268.78,7840.12,17,24.5,10.2,13,6.07,7.37,25.14
1239,123.9,7394.33,7831.56,17.6,25.9,10.5,13.5,6.21,7.64,25.35
1240,124,7431.88,7818.5,17.3,25.9,10.4,13.7,6.23,7.8,25.49
1241,124.1,7410.19,7809.8,17.2,25.8,10.3,13.6,6.21,7.63,25.56
1242,124.2,7385.31,7802.45,17.5,26,10.3,13.5,6.19,7.6,25.53
1243,124.3,7354.58,7808.63,17.7,26.4,10.4,13.7,6.25,7.79,25.47
1244,124.4,7358.31,7811.19,17.9,26.3,10.6,13.9,6.37,7.89,25.44
1245,124.5,7438.79,7816.81,17.2,25.4,10.5,13.8,6.36,7.85,25.46
1246,124.6,7560.6,7824.46,17.4,25.9,10.6,13.9,6.44,7.84,25.43
1247,124.7,7713.66,7816.86,17.1,25.9,10.5,14,6.49,7.95,25.44
1248,124.8,7878.07,7810.01,17.4,26.2,10.5,14.1,6.46,8.03,25.44
1249,124.9,8026.11,7806.38,17.5,26.3,10.6,13.9,6.33,7.79,25.47
1250,125,8080.21,7811.79,17.5,25.8,10.6,13.7,6.33,7.7,25.48
1251,125.1,8064.72,7827.73,17.3,25,10.5,13.4,6.28,7.56,25.44
1252,125.2,8012.39,7839.51,17.4,24.9,10.4,13.3,6.24,7.61,25.46
1253,125.3,7908.65,7840.85,17.2,24.9,10.4,13.5,6.28,7.71,25.42
1254,125.4,7801,7840.7,17.6,25.6,10.6,13.7,6.43,7.79,25.37
1255,125.5,7718.64,7840.7,17.8,25.9,10.8,13.9,6.54,7.95,25.33
1256,125.6,7662.53,7839.46,17.7,27,11,14.4,6.72,8.21,25.27
1257,125.7,7691.07,7836.92,17.6,26.8,11,14.5,6.76,8.25,25.24
1258,125.8,7701.77,7835.79,17.7,27.1,11,14.4,6.67,8.21,25.25
1259,125.9,7750.51,7843.79,17.8,26.7,11,14.4,6.7,8.35,25.27
1260,126,7814.23,7840.82,17.9,26.3,10.9,14.2,6.71,8.15,25.29
1261,126.1,7866.62,7838.09,17.8,25.9,10.8,13.9,6.59,7.98,25.3
1262,126.2,7930.68,7841.56,17.6,25.6,10.6,13.9,6.53,7.99,25.31
1263,126.3,7950.02,7854.8,17.5,25.8,10.5,13.8,6.44,7.92,25.36
1264,126.4,7900.36,7862.57,17.6,26.6,10.6,14.2,6.53,8.23,25.41
1265,126.5,7824.46,7869.21,17.6,26.1,10.6,13.9,6.41,7.87,25.45
1266,126.6,7746.47,7886.12,17.4,25.8,10.6,13.9,6.38,8,25.48
1267,126.7,7701.58,7908.94,17.3,26.4,10.7,14.2,6.5,8.08,25.48
1268,126.8,7709.94,7922.25,17.5,26.2,10.6,13.9,6.44,7.92,25.46
1269,126.9,7738.61,7926.87,17.9,27,10.7,14.2,6.51,8.07,25.46
1270,127,7784.09,7930.15,17.9,27.6,10.9,14.5,6.52,8.23,25.47
1271,127.1,7825.47,7932.63,17.5,27,10.8,14.3,6.44,8.08,25.49
1272,127.2,7847.89,7940.22,17.5,26.9,10.7,14.2,6.38,8.01,25.51
1273,127.3,7893.09,7937.35,17.5,26.2,10.7,13.9,6.25,7.89,25.55
1274,127.4,7912.44,7938.61,17.4,25.8,10.5,13.6,6.19,7.74,25.64
1275,127.5,7929.68,7943.83,17.5,26.5,10.7,13.9,6.36,7.88,25.74
1276,127.6,7950.25,7940.72,17.2,25.6,10.7,13.9,6.53,7.99,25.82
1277,127.7,7971.65,7939.01,17.8,26.7,10.8,14.2,6.66,8.16,25.86
1278,127.8,7982.17,7934.85,17.5,26.1,10.7,13.9,6.53,7.88,25.92
1279,127.9,8008.12,7933.45,17.2,25.3,10.6,13.6,6.45,7.84,25.99
1280,128,7977.34,7938.53,17.5,25.6,10.7,13.9,6.47,7.92,25.95
1281,128.1,7952.64,7937.49,17.4,25.3,10.6,13.8,6.5,7.95,25.88
1282,128.2,7927.45,7934.14,17.2,24.7,10.4,13.3,6.29,7.75,25.83
1283,128.3,7835.8,7940.02,17.2,24.7,10.4,13.2,6.21,7.73,25.82
