s,s,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C
984,98.4,2116.01,2051.47,8.8,5.79,4.55,3.63,2.34,2.2,25.06
985,98.5,2117.83,2051.96,8.98,6.03,4.67,3.76,2.4,2.27,25.03
986,98.6,2104.43,2051.75,9.02,6.19,4.69,3.83,2.43,2.31,25
987,98.7,2076.93,2052.31,9.05,6.17,4.66,3.82,2.42,2.29,24.95
988,98.8,2049.16,2052.01,8.97,6.32,4.6,3.86,2.45,2.29,24.93
989,98.9,2017.71,2053.7,8.86,6.27,4.58,3.81,2.42,2.26,24.91
990,99,1997.37,2053.53,9.01,6.32,4.67,3.82,2.46,2.28,24.86
991,99.1,1973.61,2052.11,9.15,6.37,4.72,3.86,2.47,2.3,24.8
992,99.2,1952.15,2052.15,9.09,6.42,4.69,3.89,2.45,2.34,24.78
993,99.3,1932.58,2052.64,9.1,6.53,4.78,3.98,2.52,2.37,24.76
994,99.4,1936.5,2052.45,9.14,6.45,4.76,3.93,2.47,2.36,24.75
995,99.5,1951.69,2052.44,9.04,6.23,4.61,3.77,2.36,2.24,24.73
996,99.6,1958.2,2051.48,9.14,6.29,4.76,3.8,2.38,2.28,24.7
997,99.7,1962.85,2051.86,9.11,6.45,4.72,3.85,2.38,2.31,24.68
998,99.8,1966.02,2052.27,9.13,6.27,4.58,3.74,2.33,2.24,24.67
999,99.9,1954.06,2052.27,9.17,6.33,4.63,3.7,2.32,2.24,24.65
1000,100,1956.48,2051.91,9.23,6.46,4.64,3.76,2.35,2.28,24.65
1001,100.1,1950.16,2052.26,8.89,6.12,4.48,3.66,2.26,2.23,24.64
1002,100.2,1949.72,2052.6,8.97,5.95,4.49,3.61,2.26,2.22,24.64
1003,100.3,1938.95,2051.58,8.94,5.96,4.51,3.6,2.32,2.2,24.63
1004,100.4,1933.66,2053.32,9.09,6.15,4.61,3.7,2.36,2.26,24.65
1005,100.5,1924.92,2052,9.09,6.11,4.61,3.7,2.33,2.26,24.63
1006,100.6,1921.75,2052.38,9.21,6.36,4.66,3.78,2.35,2.29,24.63
1007,100.7,1933.2,2051.39,9.05,6.2,4.55,3.7,2.31,2.26,24.65
1008,100.8,1948.13,2051.37,8.89,6.08,4.44,3.6,2.24,2.21,24.67
1009,100.9,1965.13,2051.21,8.8,5.96,4.44,3.63,2.28,2.2,24.67
1010,101,1985.3,2051.11,8.78,6.08,4.51,3.68,2.33,2.19,24.68
1011,101.1,2028.13,2052.89,8.8,5.9,4.39,3.55,2.23,2.13,24.69
1012,101.2,2078.77,2052.24,8.77,6,4.44,3.59,2.24,2.18,24.71
1013,101.3,2129.74,2052.77,8.89,5.94,4.45,3.6,2.26,2.18,24.73
1014,101.4,2166.31,2051.89,8.82,6,4.51,3.64,2.29,2.2,24.76
1015,101.5,2198.69,2051.95,8.81,6,4.49,3.66,2.32,2.2,24.76
1016,101.6,2221.98,2051.34,9.25,6.29,4.72,3.82,2.43,2.31,24.75
1017,101.7,2210.37,2051.89,9.29,6.41,4.79,3.9,2.47,2.36,24.76
1018,101.8,2176.69,2052.01,9.21,6.41,4.78,3.93,2.49,2.37,24.76
1019,101.9,2154.95,2051.49,9.05,6.21,4.72,3.86,2.5,2.35,24.76
1020,102,2135.94,2051.57,8.89,6.04,4.63,3.76,2.47,2.28,24.76
1021,102.1,2121.16,2051.27,9.19,6.11,4.75,3.81,2.49,2.29,24.75
1022,102.2,2093.64,2052.43,9.17,6.28,4.75,3.86,2.51,2.3,24.75
1023,102.3,2073.54,2051.28,9.17,6.36,4.73,3.89,2.48,2.33,24.76
1024,102.4,2053.43,2051.87,9.21,6.4,4.75,3.89,2.44,2.34,24.76
1025,102.5,2040.76,2052.85,9.35,6.52,4.88,3.99,2.53,2.44,24.78
1026,102.6,2026.37,2051.88,9.22,6.46,4.78,3.94,2.52,2.41,24.78
1027,102.7,2009.15,2052.6,9.21,6.4,4.76,3.9,2.47,2.37,24.81
1028,102.8,1988.53,2052.13,9.23,6.33,4.76,3.87,2.46,2.35,24.81
1029,102.9,1958.37,2051.23,9.02,6.24,4.63,3.8,2.39,2.28,24.77
1030,103,1922.74,2052.25,9.23,6.27,4.73,3.78,2.38,2.29,24.78
1031,103.1,1876.75,2051.42,9.47,6.36,4.83,3.85,2.41,2.32,24.78
1032,103.2,1845.12,2051.29,9.3,6.36,4.64,3.8,2.36,2.29,24.79
1033,103.3,1833.49,2051.49,9.06,6.27,4.55,3.76,2.31,2.23,24.8
1034,103.4,1859.71,2052.12,8.86,6.12,4.49,3.65,2.22,2.18,24.81
1035,103.5,1882.96,2052.01,8.9,5.99,4.58,3.64,2.23,2.17,24.83
1036,103.6,1906.53,2052.57,9.04,6.09,4.6,3.72,2.31,2.26,24.85
1037,103.7,1942.7,2051.86,8.97,6.03,4.55,3.69,2.29,2.2,24.88
1038,103.8,1979.93,2052,8.88,5.94,4.52,3.65,2.3,2.19,24.89
1039,103.9,2013.63,2052.68,8.81,5.86,4.47,3.61,2.32,2.22,24.87
1040,104,2036.12,2052.34,8.76,5.79,4.47,3.57,2.34,2.21,24.87
1041,104.1,2060.63,2050.74,8.67,5.78,4.44,3.55,2.31,2.2,24.86
1042,104.2,2072.65,2051.59,8.67,5.82,4.45,3.56,2.28,2.2,24.87
1043,104.3,2073.78,2050.64,8.81,5.94,4.51,3.57,2.28,2.23,24.86
1044,104.4,2042.66,2052.3,9.08,6.12,4.66,3.72,2.37,2.29,24.87
1045,104.5,2005.66,2051.02,9.21,6.31,4.78,3.91,2.52,2.39,24.88
1046,104.6,1997.33,2051.22,9.26,6.37,4.8,3.98,2.57,2.4,24.88
1047,104.7,1987.7,2051.29,9.18,6.37,4.8,3.97,2.58,2.41,24.89
1048,104.8,1987.74,2051.36,9.46,6.46,4.89,3.99,2.6,2.41,24.9
1049,104.9,1984.54,2050.73,9.38,6.31,4.78,3.87,2.52,2.34,24.89
1050,105,1982.15,2051.55,9.14,6.09,4.67,3.74,2.41,2.25,24.9
1051,105.1,1971.43,2051.55,9.01,6.11,4.63,3.7,2.39,2.22,24.89
1052,105.2,1972.3,2051.41,9.09,6.31,4.69,3.81,2.44,2.3,24.89
1053,105.3,1965.03,2050.92,9.15,6.39,4.69,3.81,2.43,2.27,24.93
1054,105.4,1966.84,2051.76,9.41,6.49,4.83,3.87,2.51,2.32,24.95
1055,105.5,1961.08,2051.74,9.27,6.57,4.79,3.94,2.47,2.33,24.97
1056,105.6,1950.14,2051.28,9.17,6.5,4.73,3.94,2.47,2.35,24.99
1057,105.7,1941.95,2052.12,9.23,6.48,4.7,3.93,2.48,2.35,25.01
1058,105.8,1943.91,2052.33,9.22,6.25,4.69,3.82,2.44,2.27,25.05
1059,105.9,1952.75,2051.54,9.23,6.42,4.73,3.81,2.4,2.27,25.08
1060,106,1971.3,2051.38,9.1,6.27,4.67,3.73,2.37,2.24,25.07
1061,106.1,1989.31,2050.9,8.92,6.16,4.58,3.69,2.34,2.21,25.07
1062,106.2,1997.21,2050.99,8.8,6.07,4.55,3.7,2.32,2.21,25.04
1063,106.3,1990.9,2051.44,8.89,6.03,4.6,3.72,2.35,2.21,25.01
1064,106.4,1985.43,2051.53,9.01,6.13,4.66,3.8,2.4,2.29,25
1065,106.5,1976.66,2050.57,8.94,6.05,4.58,3.74,2.4,2.27,25
1066,106.6,1986.61,2051,8.98,6.07,4.63,3.77,2.42,2.27,25.03
1067,106.7,2014.53,2051.46,8.88,6.05,4.57,3.74,2.36,2.25,25.05
1068,106.8,2041.75,2051.91,8.73,5.94,4.48,3.64,2.3,2.25,25.05
1069,106.9,2068.55,2051.79,8.75,6,4.49,3.65,2.32,2.24,25.05
1070,107,2068.64,2051.65,8.82,6.16,4.49,3.66,2.29,2.21,25.06
1071,107.1,2064.28,2051.75,9,6.21,4.6,3.72,2.33,2.25,25.02
1072,107.2,2068,2050.89,9.09,6.32,4.66,3.83,2.41,2.31,25.01
1073,107.3,2068.87,2051.38,9.19,6.4,4.73,3.87,2.45,2.31,25.02
1074,107.4,2058.05,2051.47,9.05,6.31,4.67,3.82,2.41,2.3,25.02
1075,107.5,2050,2051.6,8.85,6.08,4.58,3.77,2.35,2.26,25.03
1076,107.6,2044.3,2051.09,9,6.07,4.72,3.81,2.41,2.3,25.05
1077,107.7,2049.78,2052.11,9.25,6.32,4.85,3.95,2.5,2.37,25.07
1078,107.8,2046.9,2051.29,9.39,6.58,4.95,4.06,2.58,2.42,25.11
1079,107.9,2044.89,2051.99,9.33,6.52,4.86,4.03,2.54,2.39,25.11
1080,108,2038.47,2052.49,9.09,6.36,4.72,3.95,2.49,2.35,25.09
1081,108.1,2023.35,2050.9,9.06,6.4,4.73,3.95,2.49,2.38,25.08
1082,108.2,2015.36,2050.02,9.04,6.25,4.67,3.87,2.44,2.35,25.08
1083,108.3,2010.89,2051.72,9.19,6.21,4.72,3.85,2.44,2.34,25.1
1084,108.4,1989.28,2052.2,9.23,6.31,4.72,3.83,2.43,2.3,25.12
1085,108.5,1957.78,2050.68,9.3,6.53,4.86,3.94,2.51,2.36,25.12
1086,108.6,1929.11,2051.81,9.39,6.65,4.95,4.06,2.6,2.43,25.13
1087,108.7,1894.93,2051.31,9.29,6.58,4.86,4.04,2.62,2.41,25.13
1088,108.8,1864.76,2051.42,9.14,6.54,4.82,3.99,2.58,2.36,25.16
1089,108.9,1839.97,2050.58,9.37,6.62,4.82,3.98,2.54,2.35,25.19
1090,109,1821.78,2050.4,9.15,6.49,4.63,3.86,2.41,2.28,25.2
1091,109.1,1824.94,2050.85,8.94,6.25,4.61,3.77,2.38,2.27,25.21
1092,109.2,1825.15,2051.71,9.01,6.29,4.67,3.78,2.36,2.31,25.23
1093,109.3,1837.41,2050.58,9.09,6.35,4.78,3.85,2.42,2.34,25.26
1094,109.4,1862.74,2051.58,9.15,6.4,4.78,3.93,2.52,2.35,25.29
1095,109.5,1895.41,2052.11,9.19,6.28,4.8,3.89,2.5,2.32,25.32
1096,109.6,1938.12,2051.3,9.15,6.17,4.75,3.87,2.48,2.31,25.33
1097,109.7,1973.24,2051.68,9.1,6.19,4.75,3.89,2.51,2.34,25.32
1098,109.8,2016.64,2050.99,9.27,6.28,4.88,3.93,2.54,2.36,25.32
1099,109.9,2049.54,2050.96,9.35,6.44,4.92,3.99,2.53,2.43,25.34
1100,110,2072.59,2051.87,9.01,6.32,4.7,3.86,2.4,2.33,25.34
1101,110.1,2081.24,2050.33,9.01,6.28,4.67,3.8,2.39,2.28,25.33
1102,110.2,2090.43,2051.21,9,6.2,4.67,3.74,2.33,2.24,25.25
1103,110.3,2066.23,2050.73,9.21,6.25,4.7,3.77,2.36,2.29,25.21
1104,110.4,2036.51,2051.17,9.27,6.28,4.76,3.8,2.38,2.33,25.17
1105,110.5,2008.65,2564.89,9.37,6.37,4.79,3.83,2.39,2.38,25.15
1106,110.6,1989.76,3937.02,9.38,6.56,4.79,3.91,2.41,2.37,25.14
1107,110.7,1995.64,4165.24,10.7,8.22,5.79,4.78,2.89,2.87,25.15
1108,110.8,2030.75,4114.37,13.2,13,7.46,7.02,3.89,4.03,25.12
1109,110.9,2156.62,4133.92,14.3,15.1,7.93,8.04,4.2,4.43,25.09
1110,111,2364.1,4122.24,14.4,15.6,8.04,8.21,4.24,4.49,25.09
1111,111.1,2620.31,4124.44,14.2,15.3,7.9,8.13,4.21,4.46,25.1
1112,111.2,2851.58,4124.8,14.3,15.3,7.89,8.1,4.23,4.44,25.09
1113,111.3,3076.89,4125.07,14.3,15.3,7.95,8.14,4.28,4.47,25.08
1114,111.4,3251.78,4127.33,14.2,15.1,7.92,8.09,4.27,4.48,25.07
1115,111.5,3415.35,4125.98,14,15.2,7.93,8.19,4.29,4.51,25.09
1116,111.6,3536.93,4127.46,14.1,15,7.89,8.12,4.23,4.46,25.08
1117,111.7,3641.68,4127.11,14.4,15.1,7.79,8.09,4.19,4.48,25.07
1118,111.8,3757.51,4127.86,14.3,14.8,7.7,7.91,4.16,4.4,25.08
1119,111.9,3858.16,4127.87,14.2,14.3,7.65,7.76,4.13,4.35,25.1
1120,112,3956.77,4126.56,14.2,14.9,7.74,8.01,4.18,4.46,25.12
1121,112.1,4042.55,4127.1,14.3,15.5,7.9,8.3,4.23,4.54,25.11
1122,112.2,4101.22,4127.05,14.4,15.5,7.96,8.34,4.31,4.59,25.09
1123,112.3,4168.21,4125.7,14.6,15.3,8.04,8.34,4.37,4.61,25.1
1124,112.4,4208.44,4126.39,14.3,15.1,7.95,8.26,4.35,4.63,25.13
1125,112.5,4247.46,4118.87,14,14.8,7.95,8.22,4.38,4.64,25.15
1126,112.6,4304.22,4065.18,13.9,14.8,8.02,8.4,4.45,4.78,25.18
1127,112.7,4362.82,4044.46,13.9,14.8,7.96,8.33,4.44,4.72,25.19
1128,112.8,4403.3,4051.31,14.1,14.7,7.98,8.3,4.48,4.69,25.19
1129,112.9,4429.83,4049.15,13.9,14.4,7.95,8.19,4.42,4.63,25.15
1130,113,4439.6,4049.61,14,14.8,8.07,8.34,4.46,4.71,25.15
1131,113.1,4413.88,4050.8,14.3,15.4,8.11,8.48,4.5,4.79,25.17
1132,113.2,4346.38,4048.95,14.1,15.2,8.01,8.36,4.49,4.65,25.19
1133,113.3,4271.66,4048.46,13.9,15,7.96,8.33,4.46,4.7,25.2
1134,113.4,4211.72,4048.6,13.9,14.8,7.99,8.34,4.46,4.72,25.22
1135,113.5,4129.33,4049.03,14.1,15.2,8.04,8.46,4.46,4.77,25.24
1136,113.6,4073.1,4047.98,14,15.1,7.99,8.44,4.44,4.75,25.24
1137,113.7,4031.77,4048.21,14,15.1,8.04,8.46,4.41,4.75,25.27
1138,113.8,4027.46,4048.4,14.2,15.2,8.01,8.44,4.38,4.78,25.28
1139,113.9,3995.02,4051.04,14.1,15.2,7.95,8.33,4.32,4.71,25.3
1140,114,3962.98,4048.85,14.2,15.1,7.9,8.19,4.28,4.61,25.34
1141,114.1,3939.15,4049.62,14.2,15.2,8.01,8.25,4.33,4.66,25.37
1142,114.2,3906.5,4048.72,14.4,15.6,8.1,8.56,4.47,4.82,25.38
1143,114.3,3849.68,4049.29,14.4,15.6,8.04,8.48,4.36,4.75,25.38
1144,114.4,3802.07,4050.13,14.4,15.7,8.01,8.34,4.31,4.66,25.36
1145,114.5,3812.94,4049.14,14.3,15.4,7.93,8.31,4.27,4.6,25.35
1146,114.6,3835.79,4049.4,14.3,15.1,7.9,8.27,4.31,4.58,25.36
1147,114.7,3879.93,4048.45,14.3,15.1,7.96,8.23,4.3,4.54,25.36
1148,114.8,3910.08,4049.06,14.4,15.3,7.87,8.3,4.27,4.59,25.35
1149,114.9,3952.91,4049.15,14.5,15.4,7.95,8.33,4.31,4.61,25.34
1150,115,3967.26,4049.09,14.4,15.1,7.84,8.15,4.23,4.52,25.32
1151,115.1,3977.26,4048.61,14.5,15.3,7.9,8.18,4.28,4.6,25.32
1152,115.2,3987.19,4049.22,14.5,15.6,8.04,8.35,4.42,4.7,25.34
1153,115.3,3992.45,4049.69,14.4,15.3,7.99,8.38,4.38,4.67,25.36
1154,115.4,3986.54,4049.57,14.4,14.9,7.8,8.12,4.24,4.52,25.36
1155,115.5,3956.59,4051.04,14.4,14.7,7.7,7.96,4.16,4.5,25.34
1156,115.6,3922.56,4049.89,14.3,14.4,7.64,7.74,4.07,4.38,25.34
1157,115.7,3924.73,4049.94,14.3,14.4,7.7,7.79,4.1,4.39,25.35
1158,115.8,3929.47,4050.32,14.2,14.4,7.74,7.96,4.22,4.45,25.35
1159,115.9,3934.2,4049.97,13.9,14.3,7.79,8.04,4.24,4.51,25.35
1160,116,3985.4,4050.07,14,14.3,7.83,8.01,4.26,4.49,25.36
1161,116.1,4010.59,4048.41,13.9,14.5,7.95,8.12,4.32,4.57,25.37
1162,116.2,4031.92,4049.84,14,14.7,8.02,8.3,4.41,4.69,25.41
1163,116.3,4050.77,4051.54,13.9,14.9,7.92,8.34,4.4,4.71,25.45
1164,116.4,4068.03,4049.65,14.2,15.3,8.05,8.42,4.41,4.71,25.48
1165,116.5,4097.03,4049.33,14.2,15,7.83,8.08,4.22,4.53,25.48
1166,116.6,4130.2,4049.75,14.1,14.7,7.87,8.09,4.25,4.61,25.49
1167,116.7,4144.53,4047.96,14,14.6,7.86,8.04,4.22,4.55,25.51
1168,116.8,4167.59,4048.33,14.1,14.8,7.99,8.14,4.26,4.57,25.51
1169,116.9,4180.94,4049.43,14.1,14.8,7.93,8.17,4.29,4.56,25.5
1170,117,4152.31,4048.72,14.2,14.6,7.82,8,4.25,4.48,25.47
1171,117.1,4127.1,4048.6,14.4,15.2,7.87,8.26,4.3,4.58,25.45
1172,117.2,4081.3,4049.37,14.4,15,7.89,8.22,4.3,4.54,25.45
1173,117.3,4034.44,4048.97,14.1,14.6,7.84,8,4.25,4.47,25.47
1174,117.4,3981.65,4050.23,14.3,14.8,7.96,8.22,4.37,4.6,25.44
1175,117.5,3921.16,4049.33,14.6,15.1,8.11,8.27,4.47,4.62,25.45
1176,117.6,3865.13,4049.58,14.5,15.3,8.1,8.47,4.54,4.7,25.45
1177,117.7,3814.94,4049.5,14.7,15.9,8.27,8.72,4.63,4.89,25.45
1178,117.8,3760.44,4049.21,14.7,15.7,8.27,8.67,4.6,4.82,25.43
1179,117.9,3718.17,4049.53,14.6,15.3,8.14,8.5,4.48,4.76,25.42
1180,118,3714.33,4050.19,14.6,15.3,8.17,8.5,4.49,4.75,25.4
1181,118.1,3706.41,4047.98,14.6,15.6,8.23,8.55,4.51,4.75,25.39
1182,118.2,3707.95,4048.12,14.4,15.2,8.1,8.29,4.43,4.69,25.38
1183,118.3,3738.36,4049.26,14.4,15.5,8.05,8.36,4.43,4.7,25.38
1184,118.4,3748.95,4049.11,14.4,15.2,8.01,8.22,4.35,4.6,25.4
1185,118.5,3754.68,4049.13,14.3,14.9,7.89,8.14,4.31,4.55,25.44
1186,118.6,3761.02,4048.95,14.3,14.4,7.84,7.97,4.26,4.49,25.46
1187,118.7,3785.77,4048.78,14.5,15,7.96,8.15,4.34,4.6,25.48
1188,118.8,3840.08,4049.54,14.3,14.6,7.89,8.13,4.35,4.53,25.5
1189,118.9,3900.94,4048.11,14.2,14.8,7.89,8.22,4.36,4.6,25.54
1190,119,3944.17,4048.7,14.1,14.7,7.86,8.17,4.34,4.58,25.56
1191,119.1,4004.26,4048.36,14.1,14.5,7.89,8.14,4.34,4.57,25.56
1192,119.2,4062.79,4048.54,14.1,15.2,7.93,8.36,4.36,4.72,25.57
1193,119.3,4105.18,4048.77,14.3,15,7.95,8.25,4.35,4.67,25.59
1194,119.4,4143.83,4048.24,14.1,14.8,7.86,8.12,4.28,4.57,25.64
1195,119.5,4148.25,4048.18,14.1,15,7.96,8.21,4.33,4.63,25.67
1196,119.6,4112.33,4047.72,14.2,15.1,7.96,8.23,4.3,4.63,25.69
1197,119.7,4052.74,4048.81,14.3,15,7.89,8.09,4.23,4.53,25.71
1198,119.8,3999.37,4047.86,14.3,14.7,7.86,7.96,4.2,4.5,25.75
1199,119.9,3955.41,4046.21,14.2,14.9,7.95,8.14,4.27,4.54,25.78
1200,120,3966.09,4048.2,14.2,15,7.87,8.12,4.26,4.52,25.79
1201,120.1,3976.07,4048.15,14.4,15.3,7.89,8.21,4.29,4.58,25.76
1202,120.2,3989.85,4047.51,14.3,14.8,7.8,7.89,4.17,4.44,25.68
1203,120.3,3994.13,4048.1,14.3,14.6,7.74,7.84,4.18,4.43,25.61
1204,120.4,4016.31,4047.44,14.1,14.4,7.79,7.88,4.21,4.42,25.6
1205,120.5,4004.66,4046.45,14.2,14.5,7.93,8.09,4.35,4.53,25.56
1206,120.6,3967.7,4047.9,14.2,14.8,7.98,8.31,4.51,4.68,25.55
1207,120.7,3925.53,4047.15,14.3,14.9,8.07,8.44,4.54,4.81,25.57
1208,120.8,3887.53,4047.13,14.2,15,8.08,8.43,4.54,4.81,25.54
1209,120.9,3884.18,4046.18,14.3,15.3,8.17,8.47,4.53,4.77,25.51
1210,121,3882.18,4046.47,14.5,15.7,8.27,8.7,4.58,4.86,25.54
1211,121.1,3888.14,4047.51,14.6,15.7,8.24,8.61,4.47,4.8,25.56
1212,121.2,3869.43,4045.13,14.5,15.6,8.14,8.53,4.4,4.75,25.53
1213,121.3,3861.47,4045.79,14.5,14.8,7.92,8.15,4.33,4.55,25.54
1214,121.4,3828.97,4046.63,14.4,14.7,7.96,8.04,4.25,4.51,25.54
1215,121.5,3809.19,4046.19,14.2,14.8,7.92,8.1,4.25,4.52,25.55
1216,121.6,3800.6,4047.4,14.3,15.1,8.11,8.34,4.44,4.71,25.56
1217,121.7,3802.72,4044.88,14.5,15.5,8.15,8.47,4.45,4.77,25.57
1218,121.8,3809.78,4045.74,14.4,15.1,7.92,8.21,4.33,4.64,25.59
1219,121.9,3829.49,4046.1,14.5,15,7.87,8.14,4.26,4.61,25.62
1220,122,3840.68,4047.12,14.7,15.2,8.08,8.23,4.38,4.68,25.63
1221,122.1,3849.68,4046.1,14.6,15.2,8.08,8.31,4.42,4.66,25.61
1222,122.2,3869.48,4046.49,14.4,14.9,7.98,8.17,4.31,4.56,25.61
1223,122.3,3893.79,4045.8,14.5,14.9,7.99,8.15,4.32,4.56,25.62
1224,122.4,3922.46,4046.03,14.2,14.4,7.86,7.98,4.26,4.52,25.64
1225,122.5,3936.83,4045.73,14,14,7.87,7.87,4.26,4.47,25.65
1226,122.6,3962.32,4045.57,14.2,14.3,7.99,8.05,4.37,4.55,25.65
1227,122.7,3952.34,4047.06,14.3,14.7,8.02,8.17,4.4,4.65,25.67
1228,122.8,3936.06,4046.33,14.6,15.3,8.15,8.38,4.45,4.73,25.66
1229,122.9,3904.12,4046.72,14.6,15.5,8.18,8.48,4.45,4.75,25.64
1230,123,3884.66,4046.72,14.4,15.1,8.1,8.31,4.4,4.66,25.62
1231,123.1,3893.49,4046.52,14.2,14.9,8.05,8.25,4.43,4.62,25.65
1232,123.2,3908.02,4045.21,14.3,14.9,8.07,8.29,4.46,4.65,25.66
1233,123.3,3898.84,4045.72,14.4,14.9,8.05,8.3,4.45,4.65,25.66
1234,123.4,3900.78,4045.71,14.2,14.7,7.99,8.18,4.43,4.6,25.69
1235,123.5,3932.91,4045.14,14.1,14.9,8.04,8.34,4.48,4.7,25.74
1236,123.6,3953.2,4045.82,14.2,14.9,8.04,8.34,4.44,4.7,25.78
1237,123.7,3976.35,4046.25,14.3,14.9,8.1,8.35,4.45,4.68,25.8
1238,123.8,3941.52,4045.7,14.6,15.8,8.24,8.61,4.51,4.83,25.8
1239,123.9,3903.53,4044.39,14.6,15.6,8.2,8.57,4.47,4.77,25.77
1240,124,3893.89,4043.53,14.4,15.2,8.1,8.39,4.41,4.74,25.74
1241,124.1,3893.32,4044.11,14.4,15,8.08,8.23,4.37,4.67,25.76
1242,124.2,3893.22,4044.24,14.4,14.9,8.17,8.34,4.44,4.66,25.74
1243,124.3,3928.4,4043.64,14.5,15.1,8.15,8.42,4.5,4.7,25.77
1244,124.4,3981.39,4042.49,14.3,14.9,8.04,8.29,4.4,4.6,25.77
1245,124.5,4027.02,4043.71,14.2,14.6,8.01,8.13,4.36,4.58,25.72
1246,124.6,4060.65,4042.81,14.1,14.8,8.02,8.29,4.41,4.61,25.74
1247,124.7,4075.91,4043.45,14.1,14.8,8.04,8.29,4.41,4.61,25.73
1248,124.8,4071.36,4042.86,14.3,14.8,8.07,8.34,4.48,4.71,25.72
1249,124.9,4063.26,4042.08,14.4,15.1,8.13,8.46,4.56,4.78,25.75
1250,125,4036.09,4041.93,14.2,15,8.11,8.44,4.54,4.82,25.74
1251,125.1,4003.72,4043.2,14.4,15.1,8.08,8.34,4.46,4.76,25.73
1252,125.2,3973.25,4042.53,14.5,15.2,8.02,8.38,4.45,4.65,25.71
1253,125.3,3935.95,4042.25,14.7,14.9,7.98,8.23,4.38,4.6,25.68
1254,125.4,3922.7,4042.44,14.6,15,7.99,8.23,4.37,4.58,25.66
1255,125.5,3916.89,4043.29,14.4,15.2,8.04,8.35,4.41,4.62,25.63
1256,125.6,3915.81,4042.76,14.3,15,7.95,8.19,4.35,4.57,25.63
1257,125.7,3901.78,4042.13,14.3,15.2,7.9,8.21,4.35,4.6,25.67
1258,125.8,3903.32,4044.68,14,14.5,7.77,7.97,4.23,4.44,25.71
1259,125.9,3936.42,4043.24,14,14.3,7.9,7.98,4.28,4.52,25.72
1260,126,3944.01,4042.61,14.3,14.6,8.01,8.1,4.34,4.56,25.73
1261,126.1,3928.18,4042.97,14.4,14.8,8.07,8.19,4.39,4.59,25.73
1262,126.2,3922.02,4042.83,14.4,14.9,8.04,8.19,4.4,4.57,25.73
1263,126.3,3904.43,4044.45,14.2,14.6,8.01,8.13,4.37,4.54,25.8
1264,126.4,3908.76,4043.72,14.3,14.6,8.02,8.13,4.33,4.55,25.84
1265,126.5,3920.24,4042.46,14.5,15,8.13,8.27,4.4,4.66,25.83
1266,126.6,3944.35,4042.28,14.5,15,8.17,8.29,4.43,4.63,25.81
1267,126.7,3953.79,4043.83,14.5,15,8.08,8.4,4.44,4.7,25.8
1268,126.8,3949.93,4043.72,14.5,15.4,8.15,8.53,4.55,4.75,25.79
1269,126.9,3949.95,4042.47,14.4,15.4,8.15,8.56,4.59,4.77,25.77
1270,127,3942.8,4043.08,14.4,15.3,8.11,8.5,4.52,4.73,25.76
1271,127.1,3929.36,4042.99,14.6,15.5,8.11,8.46,4.46,4.71,25.79
1272,127.2,3917.56,4043.2,14.5,15.5,8.14,8.4,4.46,4.75,25.82
1273,127.3,3878.06,4044.03,14.4,15.1,8.01,8.19,4.35,4.56,25.85
1274,127.4,3843.05,4043.04,14.5,15,8.01,8.14,4.33,4.54,25.89
1275,127.5,3846.35,4043.26,14.6,15.3,8.11,8.35,4.39,4.65,25.92
1276,127.6,3859.77,4044.63,14.6,15.3,8.02,8.38,4.35,4.69,25.96
1277,127.7,3875.69,4044.22,14.5,15.2,8.04,8.33,4.35,4.67,26
1278,127.8,3896.52,4043.58,14.4,15,7.96,8.25,4.33,4.59,26.02
1279,127.9,3901.81,4043.16,14.3,14.9,8.01,8.26,4.37,4.61,26.06
1280,128,3891.91,4042.39,14.4,15.1,8.07,8.35,4.43,4.7,26.1
1281,128.1,3879.18,4042.97,14.6,15,8.08,8.31,4.46,4.65,26.12
1282,128.2,3877.99,4044.34,14.5,15,8.18,8.33,4.53,4.65,26.15
1283,128.3,3911.03,4044.57,14.2,14.6,8.11,8.23,4.55,4.64,26.3
1284,128.4,3952.15,4044.32,14.4,15.1,8.33,8.56,4.65,4.82,26.32
1285,128.5,3980.04,4043.99,14.6,15.5,8.46,8.67,4.67,4.9,26.28
1286,128.6,3997.98,4043.87,14.6,15.7,8.38,8.69,4.67,4.85,26.23
1287,128.7,4002.54,4043.48,14.7,16.1,8.46,8.82,4.68,4.91,26.23
1288,128.8,3981.66,4043.71,14.6,15.8,8.32,8.76,4.64,4.91,26.26
1289,128.9,3945.45,4043.44,14.4,14.9,8.17,8.27,4.46,4.68,26.26
1290,129,3914.2,4041.78,14.4,15,8.18,8.33,4.49,4.65,26.26
1291,129.1,3890.26,4042.99,14.4,15,8.07,8.26,4.44,4.65,26.3
1292,129.2,3857.21,4044.36,14.3,15,8.01,8.26,4.4,4.69,26.33
1293,129.3,3844.2,4043.34,14.2,14.7,8.07,8.19,4.44,4.67,26.31
1294,129.4,3851.8,4043.41,14.5,15.1,8.29,8.38,4.59,4.73,26.32
1295,129.5,3851.79,4043.98,14.8,15.3,8.39,8.46,4.62,4.77,26.29
1296,129.6,3847.2,4043.35,14.7,15.4,8.3,8.5,4.59,4.77,26.27
1297,129.7,3851.63,4043.47,14.5,15.4,8.27,8.52,4.61,4.75,26.26
